DECLARER, Board 10|1

Contract           Count Overall     Bid    Play
5C, E, D, 11           1   67.12   67.51   49.62
2NT, N, D, 10          1   41.10   53.06   51.19   36.84
2S, N, C, 9            1   54.11   50.17   53.94   50.00
2S, N, D, 8            1   60.27   50.17   57.02   53.08
2S, S, C, 8            1   60.27   60.50   48.74   51.03
3C, N, C, 9            1   60.27   74.43   35.84   50.00
3C, N, H, 7            1   89.73   74.43   57.08   58.22
3C, N, H, 8            1   73.29   74.43   57.08   41.78
3NT, N, D, 7           1   89.73   41.08   55.43   93.21
3NT, N, D, 8           3   73.29   41.08   55.43   76.77
3NT, N, D, 9           5   24.66   41.08   55.43   28.14
3NT, N, H, 10          1    5.48   41.08   47.21   17.19
3NT, N, H, 8           6   73.29   41.08   47.21   85.00
3NT, N, H, 9          13   24.66   41.08   47.21   36.37
3NT, N, S, 10          4    5.48   41.08   49.56   14.84
3NT, N, S, 5           1   99.32   41.08   49.56  108.68
3NT, N, S, 8           3   73.29   41.08   49.56   82.65
3NT, N, S, 9           1   24.66   41.08   49.56   34.02
3S, N, D, 9            1   54.11   53.42   60.27   40.41
3S, N, H, 10           6   45.89   53.42   48.37   44.10
3S, N, H, 11           2   39.04   53.42   48.37   37.25
3S, N, H, 8            1   73.29   53.42   48.37   71.50
3S, N, H, 9            1   54.11   53.42   48.37   52.32
3S, S, D, 9            3   54.11   69.01   45.89   39.21
4H, N, H, 10           1   10.27   10.27   50.00   50.00
4NT, N, D, 8           1   89.73   69.73   55.55   64.45
4S, N, H, 10           1   10.27   40.84   41.25   28.19
4S, N, H, 8            2   89.73   40.84   41.25  107.64
4S, S, C, 11           1    1.37   79.68   49.94  -28.25
4S, S, C, 7            1   97.26   79.68   49.94   67.64
4S, S, C, 8            5   89.73   79.68   49.94   60.10
4S, S, D, 6            1   99.32   79.68   50.11   69.52
5HX, W, C, 7           1  100.00  100.00   50.00   50.00

DECLARER, Board 6|12

Contract           Count Overall     Bid    Play
3NT, E, D, 10          2   91.10   27.65  113.44
3NT, E, D, 7           3    2.74   27.65   25.09
3NT, E, D, 8           3   10.27   27.65   32.62
3S, E, C, 10           1   15.07   15.10   49.97
4H, E, D, 10           2   52.74   67.12   35.62
4H, E, D, 11           1   95.89   67.12   78.77
4S, E, C, 10           1   52.74   53.82   48.92
4S, E, D, 10          31   52.74   53.82   48.92
4S, E, D, 11           1   95.89   53.82   92.07
4S, E, H, 10           2   52.74   53.82   48.92
4S, W, C, 10          13   52.74   60.42   42.32
4S, W, D, 10           2   52.74   60.42   42.32
4S, W, H, 11           3   95.89   60.42   85.47
4S, W, H, 12           1  100.00   60.42   89.58
4S, W, S, 10           3   52.74   60.42   42.32
5S, E, D, 10           2   10.27   12.41   47.86
5S, W, C, 10           1   10.27   25.34   34.93
6S, E, D, 10           1    2.74    2.93   49.81
6S, E, H, 10           1    2.74    2.93   49.81

DEFENDER, Board 6|12

Contract           Count Overall     Bid    Lead Restdef
3NT, E, D, 10          2    8.90   72.35   50.00  -13.44
3NT, E, D, 7           3   97.26   72.35   50.00   74.91
3NT, E, D, 8           3   89.73   72.35   50.00   67.38
3S, E, C, 10           1   84.93   84.90   50.03   50.00
4H, E, D, 10           2   47.26   32.88   50.00   64.38
4H, E, D, 11           1    4.11   32.88   50.00   21.23
4S, E, C, 10           1   47.26   46.18   51.08   50.00
4S, E, D, 10          31   47.26   46.18   49.85   51.23
4S, E, D, 11           1    4.11   46.18   49.85    8.08
4S, E, H, 10           2   47.26   46.18   51.08   50.00
4S, W, C, 10          13   47.26   39.58   57.68   50.00
4S, W, D, 10           2   47.26   39.58   57.68   50.00
4S, W, H, 11           3    4.11   39.58   13.51   51.03
4S, W, H, 12           1    0.00   39.58   13.51   46.92
4S, W, S, 10           3   47.26   39.58   57.68   50.00
5S, E, D, 10           2   89.73   87.59   49.69   52.45
5S, W, C, 10           1   89.73   74.66   65.07   50.00
6S, E, D, 10           1   97.26   97.07   49.97   50.22
6S, E, H, 10           1   97.26   97.07   50.19   50.00

DECLARER, Board 7|13

Contract           Count Overall     Bid    Play
1NT, N, D, 7           1   34.25   53.42   30.82
1NT, N, D, 9           1   82.19   53.42   78.77
1NT, N, S, 7           2   34.25   53.42   30.82
1NT, N, S, 9           1   82.19   53.42   78.77
1NT, S, C, 7           1   34.25   51.07   33.17
1NT, S, S, 10          1   98.63   51.07   97.56
1NT, S, S, 6           7    6.85   51.07    5.78
1NT, S, S, 7          25   34.25   51.07   33.17
1NT, S, S, 8           5   60.27   51.07   59.20
1NT, S, S, 9          21   82.19   51.07   81.12
2CX, E, C, 7           1    0.00    0.00   50.00
2D, N, C, 7            1    6.85    6.85   50.00
2H, N, S, 7            1    6.85   43.32   13.53
2H, N, S, 8            2   55.48   43.32   62.16
2H, S, C, 9            1   65.07   61.87   53.20
2H, S, H, 9            1   65.07   61.87   53.20
3H, N, S, 8            1    6.85    5.14   51.71
3H, S, H, 8            1    6.85   45.66   11.19

DEFENDER, Board 7|13

Contract           Count Overall     Bid    Lead Restdef
1NT, N, D, 7           1   65.75   46.58   45.21   73.97
1NT, N, D, 9           1   17.81   46.58   45.21   26.03
1NT, N, S, 7           2   65.75   46.58   53.20   65.98
1NT, N, S, 9           1   17.81   46.58   53.20   18.04
1NT, S, C, 7           1   65.75   48.93   66.83   50.00
1NT, S, S, 10          1    1.37   48.93   49.71    2.73
1NT, S, S, 6           7   93.15   48.93   49.71   94.51
1NT, S, S, 7          25   65.75   48.93   49.71   67.11
1NT, S, S, 8           5   39.73   48.93   49.71   41.08
1NT, S, S, 9          21   17.81   48.93   49.71   19.17
2CX, E, C, 7           1  100.00  100.00   50.00   50.00
2D, N, C, 7            1   93.15   93.15   50.00   50.00
2H, N, S, 7            1   93.15   56.68   50.00   86.47
2H, N, S, 8            2   44.52   56.68   50.00   37.84
2H, S, C, 9            1   34.93   38.13   46.80   50.00
2H, S, H, 9            1   34.93   38.13   51.60   45.21
3H, N, S, 8            1   93.15   94.86   50.00   48.29
3H, S, H, 8            1   93.15   54.34   59.70   79.11

DECLARER, Board 7|14

Contract           Count Overall     Bid    Play
2CX, W, H, 5           1    2.74    2.74   50.00
3NT, N, C, 11          1   63.70   76.61   37.09
3NT, N, S, 11          5   63.70   76.61   37.09
3NT, N, S, 12         12   83.56   76.61   56.95
3NT, S, C, 10          1   30.14   69.67   10.47
3NT, S, C, 12          1   83.56   69.67   63.89
3NT, S, C, 9           1   21.92   69.67    2.25
3NT, S, S, 11          2   63.70   69.67   44.03
3NT, S, S, 12          4   83.56   69.67   63.89
4H, N, D, 11           2   43.84   40.27   53.56
4H, N, S, 10           1   26.03   40.27   35.75
4H, N, S, 11           1   43.84   40.27   53.56
4H, S, C, 10           1   26.03   40.25   35.78
4H, S, C, 11           4   43.84   40.25   53.59
4H, S, C, 9            1   10.96   40.25   20.71
4H, S, D, 10           1   26.03   40.25   35.78
4H, S, D, 11           2   43.84   40.25   53.59
4H, S, H, 10           1   26.03   40.25   35.78
4H, S, H, 11           2   43.84   40.25   53.59
4H, S, S, 10           1   26.03   40.25   35.78
4H, S, S, 11           8   43.84   40.25   53.59
4NT, N, S, 12          1   83.56   76.61   56.95
4NT, S, C, 12          1   83.56   68.88   64.68
4NT, S, S, 11          2   63.70   68.88   44.81
6H, N, C, 11           1   10.96    8.77   52.19
6H, S, H, 11           1   10.96    9.02   51.93
6H, S, S, 10           1    0.00    9.02   40.98
6H, S, S, 11          11   10.96    9.02   51.93
6NT, N, S, 11          1   10.96   68.39   -7.43
6NT, S, C, 12          1   99.32   59.88   89.43
6NT, S, H, 12          1   99.32   59.88   89.43

DEFENDER, Board 7|14

Contract           Count Overall     Bid    Lead Restdef
2CX, W, H, 5           1   97.26   97.26   50.00   50.00
3NT, N, C, 11          1   36.30   23.39   62.91   50.00
3NT, N, S, 11          5   36.30   23.39   49.32   63.59
3NT, N, S, 12         12   16.44   23.39   49.32   43.73
3NT, S, C, 10          1   69.86   30.33   59.12   80.41
3NT, S, C, 12          1   16.44   30.33   59.12   26.99
3NT, S, C, 9           1   78.08   30.33   59.12   88.63
3NT, S, S, 11          2   36.30   30.33   46.04   59.93
3NT, S, S, 12          4   16.44   30.33   46.04   40.07
4H, N, D, 11           2   56.16   59.73   46.44   50.00
4H, N, S, 10           1   73.97   59.73   55.34   58.90
4H, N, S, 11           1   56.16   59.73   55.34   41.10
4H, S, C, 10           1   73.97   59.75   54.86   59.36
4H, S, C, 11           4   56.16   59.75   54.86   41.55
4H, S, C, 9            1   89.04   59.75   54.86   74.43
4H, S, D, 10           1   73.97   59.75   52.35   61.87
4H, S, D, 11           2   56.16   59.75   52.35   44.06
4H, S, H, 10           1   73.97   59.75   50.87   63.36
4H, S, H, 11           2   56.16   59.75   50.87   45.55
4H, S, S, 10           1   73.97   59.75   48.11   66.11
4H, S, S, 11           8   56.16   59.75   48.11   48.30
4NT, N, S, 12          1   16.44   23.39   49.32   43.73
4NT, S, C, 12          1   16.44   31.12   60.53   24.79
4NT, S, S, 11          2   36.30   31.12   45.25   59.93
6H, N, C, 11           1   89.04   91.23   47.81   50.00
6H, S, H, 11           1   89.04   90.98   50.81   47.26
6H, S, S, 10           1  100.00   90.98   49.11   59.92
6H, S, S, 11          11   89.04   90.98   49.11   48.96
6NT, N, S, 11          1   89.04   31.61   46.98  110.45
6NT, S, C, 12          1    0.68   40.12   50.29   10.27
6NT, S, H, 12          1    0.68   40.12   10.57   50.00

DECLARER, Board 8|15

Contract           Count Overall     Bid    Play
1D, W, D, 5            1   18.49   18.49   50.00
1NT, E, C, 7           1   56.85   70.27   36.58
1NT, E, D, 7           2   56.85   70.27   36.58
1NT, E, D, 9           1   90.41   70.27   70.14
1NT, S, H, 7           1   69.86   47.03   72.83
1NT, S, S, 4           1    1.37   47.03    4.34
1NT, S, S, 7           1   69.86   47.03   72.83
1NT, W, C, 7           2   56.85   56.32   50.53
1NT, W, C, 8           3   76.71   56.32   70.40
1NT, W, C, 9           1   90.41   56.32   84.09
1NT, W, D, 10          1   94.52   56.32   88.20
1NT, W, D, 5           8   18.49   56.32   12.18
1NT, W, D, 6          10   41.10   56.32   34.78
1NT, W, D, 7           5   56.85   56.32   50.53
1NT, W, D, 8           5   76.71   56.32   70.40
1NT, W, D, 9           1   90.41   56.32   84.09
1NT, W, H, 8           6   76.71   56.32   70.40
1NT, W, S, 10          1   94.52   56.32   88.20
1NT, W, S, 8           1   76.71   56.32   70.40
1NTX, E, H, 9          1  100.00   96.71   53.29
2CX, W, S, 8           1   94.52   76.44   68.08
2D, S, D, 8            1   69.86   66.50   53.36
2H, N, C, 8            1   93.15   94.86   48.29
2H, N, C, 9            1   96.58   94.86   51.71
2H, N, H, 9            1   96.58   94.86   51.71
2H, N, S, 8            1   93.15   94.86   48.29
2NT, W, D, 7           1   41.10   45.45   45.65
2S, W, C, 7            1   41.10   41.10   50.00
3C, E, D, 10           1   87.67   45.32   92.35
3C, E, D, 7            1   18.49   45.32   23.17
3C, E, H, 7            1   18.49   45.32   23.17
3C, E, H, 9            1   65.07   45.32   69.75
3C, W, D, 6            1    1.37   37.95   13.42
3C, W, H, 9            1   65.07   37.95   77.12
3C, W, S, 8            1   41.10   37.95   53.15
3CX, E, H, 8           1   18.49   39.95   28.54
3CX, W, S, 8           1   18.49   31.37   37.13
3D, S, C, 7            1    2.74   44.13    8.61
3D, S, D, 9            1   93.15   44.13   99.03
3HX, S, C, 9           1  100.00  100.00   50.00
4C, E, H, 8            1   18.49   28.08   40.41

DEFENDER, Board 8|15

Contract           Count Overall     Bid    Lead Restdef
1D, W, D, 5            1   81.51   81.51   50.00   50.00
1NT, E, C, 7           1   43.15   29.73   63.42   50.00
1NT, E, D, 7           2   43.15   29.73   52.24   61.19
1NT, E, D, 9           1    9.59   29.73   52.24   27.63
1NT, S, H, 7           1   30.14   52.97   27.17   50.00
1NT, S, S, 4           1   98.63   52.97   61.42   84.25
1NT, S, S, 7           1   30.14   52.97   61.42   15.75
1NT, W, C, 7           2   43.15   43.68   33.94   65.53
1NT, W, C, 8           3   23.29   43.68   33.94   45.66
1NT, W, C, 9           1    9.59   43.68   33.94   31.96
1NT, W, D, 10          1    5.48   43.68   58.95    2.85
1NT, W, D, 5           8   81.51   43.68   58.95   78.88
1NT, W, D, 6          10   58.90   43.68   58.95   56.27
1NT, W, D, 7           5   43.15   43.68   58.95   40.52
1NT, W, D, 8           5   23.29   43.68   58.95   20.66
1NT, W, D, 9           1    9.59   43.68   58.95    6.96
1NT, W, H, 8           6   23.29   43.68   29.60   50.00
1NT, W, S, 10          1    5.48   43.68   20.70   41.10
1NT, W, S, 8           1   23.29   43.68   20.70   58.90
1NTX, E, H, 9          1    0.00    3.29   46.71   50.00
2CX, W, S, 8           1    5.48   23.56   31.92   50.00
2D, S, D, 8            1   30.14   33.50   34.99   61.64
2H, N, C, 8            1    6.85    5.14   50.00   51.71
2H, N, C, 9            1    3.42    5.14   50.00   48.29
2H, N, H, 9            1    3.42    5.14   48.29   50.00
2H, N, S, 8            1    6.85    5.14   51.71   50.00
2NT, W, D, 7           1   58.90   54.55   62.84   41.52
2S, W, C, 7            1   58.90   58.90   50.00   50.00
3C, E, D, 10           1   12.33   54.68   42.24   15.41
3C, E, D, 7            1   81.51   54.68   42.24   84.59
3C, E, H, 7            1   81.51   54.68   53.88   72.95
3C, E, H, 9            1   34.93   54.68   53.88   26.37
3C, W, D, 6            1   98.63   62.05   86.58   50.00
3C, W, H, 9            1   34.93   62.05   22.88   50.00
3C, W, S, 8            1   58.90   62.05   46.85   50.00
3CX, E, H, 8           1   81.51   60.05   55.36   66.09
3CX, W, S, 8           1   81.51   68.63   62.87   50.00
3D, S, C, 7            1   97.26   55.87   91.39   50.00
3D, S, D, 9            1    6.85   55.87   29.31   21.67
3HX, S, C, 9           1    0.00    0.00   50.00   50.00
4C, E, H, 8            1   81.51   71.92   58.22   51.37

DECLARER, Board 8|16

Contract           Count Overall     Bid    Play
2NT, E, H, 6           1   68.49   79.15   39.35
2S, E, H, 7            1   87.67   88.36   49.32
2S, W, C, 7            1   87.67   87.15   50.52
2S, W, H, 8            1   91.78   87.15   54.63
2SX, W, C, 9           1  100.00   76.49   73.51
2SX, W, H, 8           3   97.26   76.49   70.77
3HX, S, C, 7           2    6.16    6.16   50.00
3NT, E, H, 6           3   41.78   56.62   35.16
3NT, E, H, 7           5   68.49   56.62   61.87
3NT, W, H, 6           1   41.78   41.78   50.00
3S, E, D, 8            1   87.67   79.54   58.13
3S, W, D, 6            1   41.78   74.73   17.05
3S, W, D, 8            1   87.67   74.73   62.94
3S, W, H, 7            2   68.49   74.73   43.76
4S, E, D, 8            1   68.49   60.10   58.39
4S, E, S, 8            1   68.49   60.10   58.39
4S, W, C, 6            1   28.08   54.40   23.68
4S, W, C, 7            7   41.78   54.40   37.38
4S, W, C, 8            2   68.49   54.40   64.09
4S, W, D, 6            3   28.08   54.40   23.68
4S, W, D, 7            2   41.78   54.40   37.38
4S, W, H, 7            1   41.78   54.40   37.38
4S, W, H, 8           10   68.49   54.40   64.09
4S, W, H, 9            1   87.67   54.40   83.27
4SX, E, D, 6           1    2.05   16.35   35.70
4SX, E, H, 8           3   19.86   16.35   53.51
4SX, W, C, 8           1   19.86   16.52   53.35
4SX, W, D, 6           2    2.05   16.52   35.54
4SX, W, D, 7           3    9.59   16.52   43.07
4SX, W, D, 9           1   68.49   16.52  101.98
4SX, W, H, 7           2    9.59   16.52   43.07
4SX, W, H, 8           4   19.86   16.52   53.35
5D, E, H, 8            1   41.78   41.78   50.00
5SX, W, H, 7           1    2.05    6.14   45.92
5SX, W, H, 8           1    9.59    6.14   53.45
7DX, W, S, 10          1    9.59    9.59   50.00

DEFENDER, Board 8|16

Contract           Count Overall     Bid    Lead Restdef
2NT, E, H, 6           1   31.51   20.85   50.00   60.65
2S, E, H, 7            1   12.33   11.64   47.60   53.08
2S, W, C, 7            1   12.33   12.85   49.68   49.80
2S, W, H, 8            1    8.22   12.85   46.31   49.06
2SX, W, C, 9           1    0.00   23.51   52.67   23.81
2SX, W, H, 8           3    2.74   23.51   35.76   43.47
3HX, S, C, 7           2   93.84   93.84   50.00   50.00
3NT, E, H, 6           3   58.22   43.38   50.00   64.84
3NT, E, H, 7           5   31.51   43.38   50.00   38.13
3NT, W, H, 6           1   58.22   58.22   50.00   50.00
3S, E, D, 8            1   12.33   20.46   57.16   34.70
3S, W, D, 6            1   58.22   25.27   65.29   67.66
3S, W, D, 8            1   12.33   25.27   65.29   21.77
3S, W, H, 7            2   31.51   25.27   41.32   64.91
4S, E, D, 8            1   31.51   39.90   55.08   36.53
4S, E, S, 8            1   31.51   39.90   41.61   50.00
4S, W, C, 6            1   71.92   45.60   53.98   72.34
4S, W, C, 7            7   58.22   45.60   53.98   58.64
4S, W, C, 8            2   31.51   45.60   53.98   31.93
4S, W, D, 6            3   71.92   45.60   63.36   62.96
4S, W, D, 7            2   58.22   45.60   63.36   49.26
4S, W, H, 7            1   58.22   45.60   41.33   71.29
4S, W, H, 8           10   31.51   45.60   41.33   44.57
4S, W, H, 9            1   12.33   45.60   41.33   25.40
4SX, E, D, 6           1   97.95   83.65   52.43   61.87
4SX, E, H, 8           3   80.14   83.65   49.06   47.43
4SX, W, C, 8           1   80.14   83.48   50.61   46.05
4SX, W, D, 6           2   97.95   83.48   55.08   59.38
4SX, W, D, 7           3   90.41   83.48   55.08   51.84
4SX, W, D, 9           1   31.51   83.48   55.08   -7.06
4SX, W, H, 7           2   90.41   83.48   47.15   59.77
4SX, W, H, 8           4   80.14   83.48   47.15   49.50
5D, E, H, 8            1   58.22   58.22   50.00   50.00
5SX, W, H, 7           1   97.95   93.86   47.89   56.19
5SX, W, H, 8           1   90.41   93.86   47.89   48.66
7DX, W, S, 10          1   90.41   90.41   50.00   50.00

DECLARER, Board 9|17

Contract           Count Overall     Bid    Play
1NT, S, D, 5           1   81.51   81.51   50.00
2S, E, C, 8            2   28.77   50.17   28.60
2S, E, C, 9           13   65.75   50.17   65.58
2S, E, D, 10           1   96.58   50.17   96.40
2S, E, D, 8            1   28.77   50.17   28.60
2S, E, H, 8            6   28.77   50.17   28.60
2S, E, H, 9            2   65.75   50.17   65.58
2S, W, C, 8            1   28.77   61.42   17.35
2S, W, D, 10           1   96.58   61.42   85.16
2S, W, D, 8            1   28.77   61.42   17.35
2S, W, D, 9           16   65.75   61.42   54.34
2S, W, H, 8            2   28.77   61.42   17.35
2S, W, S, 9            6   65.75   61.42   54.34
3C, N, C, 7            1   81.51   88.58   42.92
3C, N, H, 9            1   99.32   88.58   60.73
3C, N, S, 8            1   84.93   88.58   46.35
3C, S, S, 8            2   84.93   87.81   47.12
3C, S, S, 9            1   99.32   87.81   61.51
3D, S, S, 6            1    5.48    5.48   50.00
3HX, N, S, 6           1    0.00    0.00   50.00
3S, E, C, 8            4    6.85   40.43   16.42
3S, E, D, 8            1    6.85   40.43   16.42
3S, E, D, 9            1   65.75   40.43   75.32
3S, E, H, 8            2    6.85   40.43   16.42
3S, E, H, 9            1   65.75   40.43   75.32
3S, E, S, 9            2   65.75   40.43   75.32
4CX, S, S, 8           1    1.37   17.40   33.97
pass                   1   87.67   87.67   50.00

DEFENDER, Board 9|17

Contract           Count Overall     Bid    Lead Restdef
1NT, S, D, 5           1   18.49   18.49   50.00   50.00
2S, E, C, 8            2   71.23   49.83   46.10   75.31
2S, E, C, 9           13   34.25   49.83   46.10   38.32
2S, E, D, 10           1    3.42   49.83   45.21    8.39
2S, E, D, 8            1   71.23   49.83   45.21   76.20
2S, E, H, 8            6   71.23   49.83   61.32   60.09
2S, E, H, 9            2   34.25   49.83   61.32   23.10
2S, W, C, 8            1   71.23   38.58   82.65   50.00
2S, W, D, 10           1    3.42   38.58   46.00   18.84
2S, W, D, 8            1   71.23   38.58   46.00   86.64
2S, W, D, 9           16   34.25   38.58   46.00   49.66
2S, W, H, 8            2   71.23   38.58   82.65   50.00
2S, W, S, 9            6   34.25   38.58   45.66   50.00
3C, N, C, 7            1   18.49   11.42   57.08   50.00
3C, N, H, 9            1    0.68   11.42   39.27   50.00
3C, N, S, 8            1   15.07   11.42   53.65   50.00
3C, S, S, 8            2   15.07   12.19   50.00   52.88
3C, S, S, 9            1    0.68   12.19   50.00   38.49
3D, S, S, 6            1   94.52   94.52   50.00   50.00
3HX, N, S, 6           1  100.00  100.00   50.00   50.00
3S, E, C, 8            4   93.15   59.57   43.28   90.30
3S, E, D, 8            1   93.15   59.57   46.42   87.16
3S, E, D, 9            1   34.25   59.57   46.42   28.25
3S, E, H, 8            2   93.15   59.57   67.52   66.06
3S, E, H, 9            1   34.25   59.57   67.52    7.16
3S, E, S, 9            2   34.25   59.57   24.68   50.00
4CX, S, S, 8           1   98.63   82.60   50.00   66.03
pass                   1   12.33   12.33   50.00   50.00

DECLARER, Board 9|18

Contract           Count Overall     Bid    Play
2DX, N, D, 7           1   76.03   87.33   38.70
2DX, S, C, 6           3   26.71   57.50   19.21
2DX, S, C, 7           2   76.03   57.50   68.53
2DX, S, C, 8           1   98.63   57.50   91.13
2SX, N, H, 6           1   26.71   51.37   25.34
3C, E, S, 11           1    8.22    9.93   48.29
3C, W, C, 11           1    8.22   12.72   45.49
3C, W, D, 11           1    8.22   12.72   45.49
3C, W, D, 12           3   15.07   12.72   52.34
3C, W, H, 12           1   15.07   12.72   52.34
3D, S, C, 6            1   71.23   74.79   46.44
3D, S, H, 7            2   76.03   74.79   51.23
3DX, N, C, 8           1   76.03   51.37   74.66
3DX, S, C, 5           1    0.68   22.11   28.57
3DX, S, C, 6           2    9.59   22.11   37.48
3DX, S, C, 7           6   26.71   22.11   54.60
3DX, S, H, 6           1    9.59   22.11   37.48
3NT, E, D, 10          3   54.11   54.11   50.00
3NT, W, D, 10          9   54.11   43.15   60.96
3NT, W, H, 9           2   33.56   43.15   40.41
3NT, W, S, 6           2    3.42   43.15   10.27
3SX, N, C, 7           1   26.71   18.15   58.56
3SX, N, H, 7           1   26.71   18.15   58.56
4C, W, D, 12           3   15.07   12.72   52.34
4DX, S, C, 7           1    9.59    6.98   52.61
4DX, S, H, 7           1    9.59    6.98   52.61
4H, W, D, 11           2   63.70   44.72   68.98
4SX, N, C, 6           1    0.68    5.14   45.55
5C, E, D, 11           1   33.56   35.62   47.95
5C, E, D, 12           1   41.78   35.62   56.16
5C, W, C, 11           1   33.56   37.92   45.64
5C, W, C, 12           1   41.78   37.92   53.86
5C, W, D, 11           2   33.56   37.92   45.64
5C, W, D, 12           4   41.78   37.92   53.86
5CX, E, C, 11          1   83.56   84.25   49.32
5CX, W, C, 10          1    5.48   82.13  -26.66
5CX, W, C, 11          1   83.56   82.13   51.43
5CX, W, D, 11          1   83.56   82.13   51.43
5CX, W, S, 12          1   86.30   82.13   54.17
6C, W, D, 12           1   94.52   65.21   79.31
6CX, W, D, 12          1   96.58   66.04   80.54
6CX, W, S, 12          1   96.58   66.04   80.54
6HX, W, C, 9           1    0.00    3.65   46.35

DEFENDER, Board 9|18

Contract           Count Overall     Bid    Lead Restdef
2DX, N, D, 7           1   23.97   12.67   61.30   50.00
2DX, S, C, 6           3   73.29   42.50   51.46   79.33
2DX, S, C, 7           2   23.97   42.50   51.46   30.02
2DX, S, C, 8           1    1.37   42.50   51.46    7.41
2SX, N, H, 6           1   73.29   48.63   50.00   74.66
3C, E, S, 11           1   91.78   90.07   51.71   50.00
3C, W, C, 11           1   91.78   87.28   53.43   51.08
3C, W, D, 11           1   91.78   87.28   49.37   55.14
3C, W, D, 12           3   84.93   87.28   49.37   48.29
3C, W, H, 12           1   84.93   87.28   47.66   50.00
3D, S, C, 6            1   28.77   25.21   50.01   53.55
3D, S, H, 7            2   23.97   25.21   49.96   48.80
3DX, N, C, 8           1   23.97   48.63   25.34   50.00
3DX, S, C, 5           1   99.32   77.89   50.07   71.35
3DX, S, C, 6           2   90.41   77.89   50.07   62.45
3DX, S, C, 7           6   73.29   77.89   50.07   45.33
3DX, S, H, 6           1   90.41   77.89   49.68   62.84
3NT, E, D, 10          3   45.89   45.89   50.00   50.00
3NT, W, D, 10          9   45.89   56.85   39.04   50.00
3NT, W, H, 9           2   66.44   56.85   59.59   50.00
3NT, W, S, 6           2   96.58   56.85   89.73   50.00
3SX, N, C, 7           1   73.29   81.85   50.00   41.44
3SX, N, H, 7           1   73.29   81.85   50.00   41.44
4C, W, D, 12           3   84.93   87.28   49.37   48.29
4DX, S, C, 7           1   90.41   93.02   50.09   47.30
4DX, S, H, 7           1   90.41   93.02   49.62   47.77
4H, W, D, 11           2   36.30   55.28   31.02   50.00
4SX, N, C, 6           1   99.32   94.86   50.00   54.45
5C, E, D, 11           1   66.44   64.38   47.95   54.11
5C, E, D, 12           1   58.22   64.38   47.95   45.89
5C, W, C, 11           1   66.44   62.08   58.08   46.28
5C, W, C, 12           1   58.22   62.08   58.08   38.06
5C, W, D, 11           2   66.44   62.08   48.20   56.16
5C, W, D, 12           4   58.22   62.08   48.20   47.95
5CX, E, C, 11          1   16.44   15.75   50.68   50.00
5CX, W, C, 10          1   94.52   17.87   63.64  113.01
5CX, W, C, 11          1   16.44   17.87   63.64   34.93
5CX, W, D, 11          1   16.44   17.87   46.52   52.05
5CX, W, S, 12          1   13.70   17.87   45.83   50.00
6C, W, D, 12           1    5.48   34.79   42.63   28.06
6CX, W, D, 12          1    3.42   33.96   42.24   27.23
6CX, W, S, 12          1    3.42   33.96   19.46   50.00
6HX, W, C, 9           1  100.00   96.35   53.65   50.00

