DECLARER, Board 10|3

Contract           Count Overall     Bid    Play
1NT, E, D, 8           1    9.67   36.86   22.81
6D, W, C, 11           1   17.37   25.51   41.86
6D, W, C, 12           2   99.56   25.51  124.05
6HX, E, D, 10          1    0.08   13.97   36.12

DEFENDER, Board 8|32

Contract           Count Overall     Bid    Lead Restdef
2D, E, C, 11           1   55.38   58.04   50.73   46.61
2D, E, D, 10           2   67.17   58.04   56.43   52.69
2D, E, D, 11           1   55.38   58.04   56.43   40.91
2H, E, D, 8            1   69.97   56.39   49.53   64.05
2H, W, C, 9            1   64.16   64.16   52.50   47.50
3C, N, S, 9            1   10.09   15.95   47.94   46.19
3C, S, S, 8            1   25.93   25.93   46.00   54.00
3D, E, D, 11           1   55.38   58.04   56.43   40.91
3D, W, C, 10           2   67.10   56.85   52.70   57.54
3D, W, C, 11           5   55.26   56.85   52.70   45.70
3D, W, D, 11           1   55.26   56.85   57.62   40.79
3H, E, C, 8            1   82.03   60.91   68.04   53.08
3H, E, D, 11           1   43.95   60.91   47.43   35.62
3S, S, D, 3            1   58.68   58.68   43.95   56.05
4C, N, S, 9            1   26.22   32.22   46.44   47.57
4CX, N, S, 7           1   59.27   38.80   45.42   75.04
4DX, W, D, 10          1    2.30    4.32   50.04   47.95
4H, E, C, 8            1   93.20   48.23   92.70   52.27
4H, E, C, 9            1   82.47   48.23   92.70   41.53
4H, E, D, 11           1    5.32   48.23   32.69   24.40
4H, E, S, 12           1    4.33   48.23    8.78   47.31
4S, E, C, 8            1   94.19   95.93   47.93   50.33
4S, E, D, 7            1   97.67   95.93   51.44   50.30
5D, E, C, 10           1   81.96   41.10   45.01   95.85
5D, E, C, 11           3   25.94   41.10   45.01   39.83
5D, E, C, 12           1    9.51   41.10   45.01   23.40
5D, W, C, 10           2   81.89   34.77   52.58   94.53
5D, W, C, 11          13   25.82   34.77   52.58   38.47
5D, W, C, 12           2    9.48   34.77   52.58   22.13
5D, W, C, 8            1   97.26   34.77   52.58  109.90
5D, W, H, 11           1   25.82   34.77   45.05   46.00
5DX, W, C, 11          1    2.30   19.36   49.93   33.01
6D, W, C, 11           1   82.63   74.49   50.65   57.49
6D, W, C, 12           2    0.44   74.49   50.65  -24.70
6HX, E, D, 10          1   99.92   86.03   60.90   52.99

DECLARER, Board 9|1

Contract           Count Overall     Bid    Play
4D, W, C, 10           1   97.71   97.71   50.00
4S, S, C, 9            1   16.67   73.01   -6.34
4S, S, D, 9            1   16.67   73.01   -6.34
4S, S, H, 10           4   83.37   73.01   60.37
4S, S, H, 9            1   16.67   73.01   -6.34
4SX, S, D, 10          1   95.12   80.62   64.50
4SX, S, H, 10          3   95.12   80.62   64.50
4SX, S, H, 11          1   97.86   80.62   67.25
5DX, E, C, 10          1   53.74   53.74   50.00
5DX, E, S, 10          1   53.74   53.74   50.00
5DX, W, C, 10         15   53.74   53.74   50.00
5DX, W, D, 10          3   53.74   53.74   50.00
5DX, W, S, 10          8   53.74   53.74   50.00
5S, N, D, 10           1   15.94   15.94   50.00
5S, S, D, 10           1   15.98   30.37   35.61
5S, S, H, 10           2   15.98   30.37   35.61
5S, S, H, 11           1   87.57   30.37  107.19
5S, S, H, 12           3   90.05   30.37  109.67
5SX, S, H, 10          2    6.71   25.54   31.17
6DX, W, C, 10          3   24.79   24.79   50.00
6DX, W, S, 10          2   24.79   24.79   50.00
6S, S, H, 10           1    6.71   18.78   37.93
6SX, S, H, 9           1    0.00   13.76   36.24

DEFENDER, Board 9|1

Contract           Count Overall     Bid    Lead Restdef
4D, W, C, 10           1    2.29    2.29   49.47   50.53
4S, S, C, 9            1   83.33   26.99  108.97   47.37
4S, S, D, 9            1   83.33   26.99   63.94   92.40
4S, S, H, 10           4   16.63   26.99   46.83   42.81
4S, S, H, 9            1   83.33   26.99   46.83  109.51
4SX, S, D, 10          1    4.88   19.38   65.12   20.38
4SX, S, H, 10          3    4.88   19.38   43.36   42.14
4SX, S, H, 11          1    2.14   19.38   43.36   39.39
5DX, E, C, 10          1   46.26   46.26   48.47   51.53
5DX, E, S, 10          1   46.26   46.26   48.47   51.53
5DX, W, C, 10         15   46.26   46.26   48.47   51.53
5DX, W, D, 10          3   46.26   46.26   48.47   51.53
5DX, W, S, 10          8   46.26   46.26   48.47   51.53
5S, N, D, 10           1   84.06   84.06   51.91   48.09
5S, S, D, 10           1   84.02   69.63   69.26   45.13
5S, S, H, 10           2   84.02   69.63   47.78   66.61
5S, S, H, 11           1   12.43   69.63   47.78   -4.97
5S, S, H, 12           3    9.95   69.63   47.78   -7.45
5SX, S, H, 10          2   93.29   74.46   45.90   72.93
6DX, W, C, 10          3   75.21   75.21   48.47   51.53
6DX, W, S, 10          2   75.21   75.21   48.47   51.53
6S, S, H, 10           1   93.29   81.22   48.01   64.06
6SX, S, H, 9           1  100.00   86.24   46.33   67.43

DECLARER, Board 9|2

Contract           Count Overall     Bid    Play
1D, E, H, 8            1   20.79   19.91   50.87
1NT, E, C, 10          2   82.27   52.11   80.16
1NT, E, C, 7           4   21.64   52.11   19.52
1NT, E, C, 8          10   47.51   52.11   45.40
1NT, E, C, 9           1   74.05   52.11   71.94
1NTX, E, C, 11         1   99.93   90.28   59.65
1NTX, E, C, 9          1   99.10   90.28   58.82
2CX, S, D, 8           2   98.90   98.90   50.00
2D, E, H, 7            1   12.20   19.07   43.13
2D, E, H, 8            3   20.79   19.07   51.72
2H, N, D, 5            1    1.54    1.54   50.00
2NT, E, C, 10          1   82.27   50.92   81.35
2NT, E, C, 11          3   91.59   50.92   90.67
2NT, E, C, 5           1    4.73   50.92    3.81
2NT, E, C, 6           1    6.98   50.92    6.06
2NT, E, C, 7           1   12.18   50.92   11.26
2NT, E, C, 8          15   47.51   50.92   46.59
2NT, E, C, 9           4   74.05   50.92   73.13
2NT, E, H, 5           1    4.73   50.92    3.81
2NT, E, H, 8           1   47.51   50.92   46.59
2S, S, D, 6            1   12.65   12.65   50.00
3CX, S, D, 8           1   12.65   12.65   50.00
3NT, E, C, 9           1   99.49   36.13  113.36

DEFENDER, Board 9|2

Contract           Count Overall     Bid    Lead Restdef
1D, E, H, 8            1   79.21   80.09   52.76   46.36
1NT, E, C, 10          2   17.73   47.89   48.74   21.10
1NT, E, C, 7           4   78.36   47.89   48.74   81.74
1NT, E, C, 8          10   52.49   47.89   48.74   55.86
1NT, E, C, 9           1   25.95   47.89   48.74   29.33
1NTX, E, C, 11         1    0.07    9.72   50.78   39.58
1NTX, E, C, 9          1    0.90    9.72   50.78   40.40
2CX, S, D, 8           2    1.10    1.10   49.78   50.22
2D, E, H, 7            1   87.80   80.93   52.40   54.46
2D, E, H, 8            3   79.21   80.93   52.40   45.88
2H, N, D, 5            1   98.46   98.46   46.27   53.73
2NT, E, C, 10          1   17.73   49.08   48.61   20.03
2NT, E, C, 11          3    8.41   49.08   48.61   10.71
2NT, E, C, 5           1   95.27   49.08   48.61   97.57
2NT, E, C, 6           1   93.02   49.08   48.61   95.33
2NT, E, C, 7           1   87.82   49.08   48.61   90.13
2NT, E, C, 8          15   52.49   49.08   48.61   54.79
2NT, E, C, 9           4   25.95   49.08   48.61   28.26
2NT, E, H, 5           1   95.27   49.08   74.61   71.58
2NT, E, H, 8           1   52.49   49.08   74.61   28.80
2S, S, D, 6            1   87.35   87.35   49.49   50.51
3CX, S, D, 8           1   87.35   87.35   49.49   50.51
3NT, E, C, 9           1    0.51   63.87   50.12  -13.48

